2000-11-21   10906   125   0.1.1
2001-05-31   28528   175   0.1.9
2001-09-18   26367   183   0.2.0
2001-12-03   27984   222   0.2.1
2002-05-06   37552   326   0.3.0
2003-02-04   42787   367   0.3.1
2003-09-03   50997   391   0.3.3
2003-11-21   54241   391   0.3.4
2004-04-15   55365   441   0.3.6
2004-07-23   57194   460   0.3.7
2004-12-22   65383   546   0.3.8
2005-05-02   67903   579   0.3.9
2005-07-14   70234   587   0.3.10
2005-10-20   71731   608   0.3.11
